"Source","WHO_REGION","Region","Country","ISO3","ISO2","ADMIN1_NAME","ADMIN1_CODE","ADMIN2_NAME","ADMIN2_CODE","IU_NAME","IU_ID","Location","SiteID","Longitude","Latitude","Georeliability","Location_type","Survey_type","Year","Age_start","Age_end","HK_examined","HK_positive","HK_prevalence","HK_Perc_HighInfection","HK_Perc_ModerateInfection","Asc_examined","Asc_positive","Asc_prevalence","Asc_Perc_HighInfection","Asc_Perc_ModerateInfection","TT_examined","TT_positive","TT_prevalence","TT_Perc_HighInfection","TT_Perc_ModerateInfection","STH_examined","STH_positive","STH_prevalence","Cum_Prevalence","Quality","Dups","SN","endnote_id","Composite_IU_ID"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","Amhara","1943","N. Gonder","3171","Debark","18571","Debark","52236","37.8989689","13.150941400000001","1","","","0",null,null,"100.0","6.0","5.9999999999999998E-2",null,null,"0.0","0","0.0",null,null,"0.0","0.0","0.0",null,null,null,null,"0.0","5.9999999999999998E-2","3","2","4981","","AETH0194318571"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","Amhara","1943","N. Gonder","3171","Gonder City Adm.","18602","Deguma",null,"37.712798999999997","12.462199999999999","3","","","1995","8","18","70.0","12.0","0.171428571",null,null,"70.0","26","0.37142857099999999",null,null,"70.0","11.0","0.157142857",null,null,"0","0","0.0","0.52927003699999997","3","2","30135","ETH0058","AETH0194318602"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","",null,"",null,"",null,"Deibo",null,null,null,"99","","","1995","0","99","107.0","62.0","0.57943925200000002",null,null,"0.0","0","0.0",null,null,"0.0","0.0","0.0",null,null,"0","0","0.0","0.57943925200000002","3","0","28798","ETH0079","AETH   NA   NA"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","Oromiya","1948","W. Harerge","3189","Mieso","18966","Demba Girara Kebele","52467","40.489674000000001","9.1450005000000001","3","","","2014",null,null,"384.0","53.0","0.13802083300000001",null,null,"384.0","37","9.6354167000000004E-2",null,null,"384.0","18.0","0.046875",null,null,null,null,"0.0","0.24300771199999999","1","0","5212","","AETH0194818966"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","","1948","West Gojam",null,"West Gojam","3193","Dembecha",null,"37.482999999999997","10.551","4","","",null,"6","12","100.0","16.0","0.16",null,null,"0.0","0","0.0",null,null,"0.0","0.0","0.0",null,null,"0","0","0.0","0.16","3","2","31501","ETH0052","AETH0194803193"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","Amhara","1943","West Gojam","3193","Dembecha","18581","Dembecha","52250","37.494810999999999","10.562715499999999","1","","","0",null,null,"100.0","16.0","0.16",null,null,"0.0","0","0.0",null,null,"0.0","0.0","0.0",null,null,null,null,"0.0","0.16","3","2","4987","","AETH0194318581"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","Oromiya","1948","Bale","3132","Rayitu","18985","Dhedecha Ferde","52480","41.155898999999998","6.7541698999999999","3","","","2009",null,null,"64.0","0.0","0.0",null,null,"64.0","1","0.015625",null,null,"64.0","0.0","0.0",null,null,null,null,"0.0","0.015625","1","0","5222","","AETH0194818985"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","Amhara","1943","N. Gonder","3171","Gonder City Adm.","18602","Dib Ber",null,"37.882998999999998","13.234999999999999","3","","",null,"7","30","70.0","15.0","0.21428571399999999",null,null,"0.0","0","0.0",null,null,"0.0","0.0","0.0",null,null,"0","0","0.0","0.21428571399999999","3","2","31493","ETH0052","AETH0194318602"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","Amhara","1943","N. Gonder","3171","Debark","18571","Dib Ber","52237","37.882998999999998","13.234999999999999","3","","","0",null,null,"70.0","15.0","0.21428571399999999",null,null,"0.0","0","0.0",null,null,"0.0","0.0","0.0",null,null,null,null,"0.0","0.21428571399999999","3","2","4980","","AETH0194318571"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","Oromiya","1948","Borena","3135","Yabelo","19035","Dida Yabello","52540","38.100162900000001","4.8949752999999996","2","","","2009",null,null,"106.0","3.0","2.8301887000000001E-2",null,null,"106.0","1","9.4339620000000006E-3",null,null,"106.0","0.0","0.0",null,null,null,null,"0.0","3.5347971999999998E-2","1","0","5255","","AETH0194819035"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","Oromiya","1948","Borena","3135","Yabelo","19035","Dida Yabelo","52541","38.25","5.0700002","3","","","2009",null,null,"106.0","3.0","2.8301887000000001E-2",null,null,"106.0","1","9.4339620000000006E-3",null,null,"106.0","0.0","0.0",null,null,null,null,"0.0","3.5347971999999998E-2","1","0","5254","","AETH0194819035"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","",null,"",null,"",null,"Didessa",null,null,null,"99","","",null,"0","99","229.0","76.0","0.33187772900000001",null,null,"229.0","81","0.35371179000000003",null,null,"229.0","16.0","6.9868996000000003E-2",null,null,"0","0","0.0","0.56449986299999999","3","0","30147","ETH0062","AETH   NA   NA"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","Oromiya","1948","E. Harerge","3143","Golo Oda","18876","Dima Jeneta","52323","41.529400000000003","8.8262099999999997","3","","","2009",null,null,"88.0","53.0","0.60227272700000001",null,null,"88.0","0","0.0",null,null,"88.0","0.0","0.0",null,null,null,null,"0.0","0.60227272700000001","1","0","5163","","AETH0194818876"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","Dir Dawa","1945","Dire Dawa","3141","Dire Dawa","18707","Dire Dawa",null,"41.869999","9.5909999999999993","3","","","1986","5","19","99.0","0.0","0.0",null,null,"99.0","12","0.12121212100000001",null,null,"99.0","11.0","0.111111111",null,null,"0","0","0.0","0.206467188","3","0","29291","ETH0065","AETH0194518707"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","Oromiya","1948","W. Harerge","3189","Doba","18839","Dire Negeha","52285","37.100000000000001","4.983333","1","","","2009",null,null,"104.0","2.0","1.9230769000000002E-2",null,null,"104.0","1","9.6153850000000006E-3",null,null,"104.0","0.0","0.0",null,null,null,null,"0.0","0.027038908","1","0","5144","","AETH0194818839"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","Oromiya","1948","Kelem Wellega","3164","Dale Wabera","18812","Dogano Adami","52228","35.0732","8.8923196999999998","3","","","2009",null,null,"102.0","10.0","9.8039215999999998E-2",null,null,"102.0","17","0.16666666699999999",null,null,"102.0","3.0","2.9411764999999999E-2",null,null,null,null,"0.0","0.255163109","1","0","5128","","AETH0194818812"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","Oromiya","1948","E. Shewa","3144","Liben Chukala","18939","Dololo Jila","52416","38.902698999999998","8.5766200999999995","3","","","2009",null,null,"106.0","0.0","0.0",null,null,"106.0","3","2.8301887000000001E-2",null,null,"106.0","0.0","0.0",null,null,null,null,"0.0","2.8301887000000001E-2","1","0","5189","","AETH0194818939"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","","1950","Gasotouboua Gofa",null,"Gasotouboua Gofa","3148","Dorze",null,"37.549999","6.266667","4","","","2010","1","99","123.0","1.0","8.1300810000000008E-3",null,null,"123.0","27","0.21951219499999999",null,null,"123.0","21.0","0.17073170700000001",null,null,"0","0","0.0","0.33776252299999998","1","2","28813","ETH0119","AETH0195003148"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","",null,"",null,"",null,"Doshe",null,null,null,"99","","","1995","0","99","48.0","22.0","0.45833333300000001",null,null,"0.0","0","0.0",null,null,"0.0","0.0","0.0",null,null,"0","0","0.0","0.45833333300000001","3","0","28806","ETH0079","AETH   NA   NA"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","",null,"",null,"",null,"Dudmegn",null,null,null,"99","","","1995","7","19","94.0","8.0","8.5106382999999994E-2",null,null,"94.0","49","0.52127659599999998",null,null,"94.0","3.0","3.1914893999999999E-2",null,null,"0","0","0.0","0.54339351899999999","3","0","31536","ETH0059","AETH   NA   NA"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","",null,"",null,"",null,"Dudycha",null,null,null,"99","","","2005","5","75","251.0","4.0","0.015936255",null,null,"251.0","25","9.9601594000000002E-2",null,null,"251.0","32.0","0.12749004",null,null,"0","0","0.0","0.214068914","2","0","31543","ETH0064","AETH   NA   NA"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","",null,"",null,"",null,"Dur Bete",null,null,null,"99","","",null,"8","16","150.0","38.0","0.25333333299999999",null,null,"0.0","0","0.0",null,null,"0.0","0.0","0.0",null,null,"0","0","0.0","0.25333333299999999","3","0","31502","ETH0052","AETH   NA   NA"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","Oromiya","1948","Bale","3132","Ginir","18869","Ebisa","52318","40.648997999999999","7.1657099999999998","3","","","2009",null,null,"98.0","1.0","0.010204082",null,null,"98.0","0","0.0",null,null,"98.0","0.0","0.0",null,null,null,null,"0.0","0.010204082","1","0","5159","","AETH0194818869"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","",null,"",null,"",null,"Eddo",null,null,null,"99","","","1999","5","18","0.0","0.0","0.0",null,null,"156.0","144","0.92307692299999999",null,null,"156.0","136.0","0.87179487200000005",null,null,"0","0","0.0","0.93409251599999998","3","0","29131","ETH0030","AETH   NA   NA"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","Oromiya","1948","Arsi","3130","Bele Gesgar","18778","Ela Bidre",null,"39.631999999999998","5.9160000000000004","3","","",null,"0","99","102.0","5.0","4.9019607999999999E-2",null,null,"102.0","0","0.0",null,null,"102.0","1.0","9.8039219999999996E-3",null,null,"0","0","0.0","5.5040513999999999E-2","3","2","30166","ETH0077","AETH0194818778"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","Oromiya","1948","Bale","3132","Meda Welabu","18954","Ela Bidre","52451","39.631999999999998","5.9159999000000001","3","","","0",null,null,"102.0","5.0","4.9019607999999999E-2",null,null,"102.0","0","0.0",null,null,"102.0","1.0","9.8039219999999996E-3",null,null,null,null,"0.0","5.5040513999999999E-2","3","2","5206","","AETH0194818954"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","",null,"",null,"",null,"Elgo Arba",null,null,null,"99","","","1993","5","18","54.0","38.0","0.70370370400000004",null,null,"54.0","21","0.38888888900000002",null,null,"54.0","14.0","0.25925925900000002",null,null,"0","0","0.0","0.81686236300000004","3","0","29129","ETH0015","AETH   NA   NA"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","",null,"",null,"",null,"Endejir",null,null,null,"99","","","1983","5","18","143.0","67.0","0.46853146899999998",null,null,"0.0","0","0.0",null,null,"0.0","0.0","0.0",null,null,"0","0","0.0","0.46853146899999998","3","0","30081","ETH0001","AETH   NA   NA"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","",null,"",null,"",null,"Erba",null,null,null,"99","","",null,"0","99","138.0","37.0","0.268115942",null,null,"138.0","1","0.007246377",null,null,"138.0","18.0","0.130434783",null,null,"0","0","0.0","0.34734983600000002","3","0","30167","ETH0077","AETH   NA   NA"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","","1948","E. Harerge",null,"E. Harerge","3143","Erer",null,"42.116","9.4849999999999994","4","","","1986","5","19","112.0","2.0","1.7857142999999999E-2",null,null,"112.0","3","2.6785713999999999E-2",null,null,"112.0","1.0","8.9285709999999997E-3",null,null,"0","0","0.0","4.9715835999999999E-2","3","0","29158","ETH0065","AETH0194803143"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","",null,"",null,"",null,"Esakoy",null,null,null,"99","","","1986","5","19","100.0","5.0","5.0000000000000003E-2",null,null,"100.0","2","0.02",null,null,"100.0","2.0","0.02",null,null,"0","0","0.0","8.2660376999999993E-2","3","0","29267","ETH0065","AETH   NA   NA"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","","703","Faafame",null,"Faafame","3158","Fafem",null,"42.598998999999999","9.25","4","","","1986","5","19","37.0","0.0","0.0",null,null,"37.0","1","2.7027026999999999E-2",null,null,"37.0","0.0","0.0",null,null,"0","0","0.0","2.7027026999999999E-2","3","0","29285","ETH0065","AETH0070303158"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","","703","Faafame",null,"Faafame","3158","Fafen",null,"42.598998999999999","9.25","4","","","1986","5","19","100.0","0.0","0.0",null,null,"100.0","5","5.0000000000000003E-2",null,null,"100.0","2.0","0.02",null,null,"0","0","0.0","6.5094340000000001E-2","3","0","29272","ETH0065","AETH0070303158"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","","1950","Gasotouboua Gofa",null,"Gasotouboua Gofa","3148","Faragosa",null,"37.723998999999999","6.2279999999999998","4","","","1995","0","99","46.0","11.0","0.239130435",null,null,"0.0","0","0.0",null,null,"0.0","0.0","0.0",null,null,"0","0","0.0","0.239130435","3","2","28809","ETH0079","AETH0195003148"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","","1948","West Gojam",null,"West Gojam","3193","Fenote Selam",null,"37.265000000000001","10.691000000000001","4","","",null,"8","24","205.0","64.0","0.31219512199999999",null,null,"0.0","0","0.0",null,null,"0.0","0.0","0.0",null,null,"0","0","0.0","0.31219512199999999","3","2","31494","ETH0052","AETH0194803193"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","Amhara","1943","West Gojam","3193","Jabi Tehnan","18613","Fenote Selam","52375","37.2597576","10.6794457","1","","","0",null,null,"205.0","64.0","0.31219512199999999",null,null,"0.0","0","0.0",null,null,"0.0","0.0","0.0",null,null,null,null,"0.0","0.31219512199999999","3","2","5033","","AETH0194318613"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","",null,"",null,"",null,"Fetele",null,null,null,"99","","","1995","0","99","23.0","6.0","0.26086956500000003",null,null,"0.0","0","0.0",null,null,"0.0","0.0","0.0",null,null,"0","0","0.0","0.26086956500000003","3","0","28804","ETH0079","AETH   NA   NA"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","","1948","North Shoa Zone",null,"North Shoa Zone","3172","Filiklik",null,"38.215000000000003","10.052","4","","","1983","5","18","281.0","68.0","0.24199288299999999",null,null,"0.0","0","0.0",null,null,"0.0","0.0","0.0",null,null,"0","0","0.0","0.24199288299999999","3","0","30082","ETH0001","AETH0194803172"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","Oromiya","1948","Horo Guduru","16644","Abay Chomen","18739","Fincha Vally","52139","37.366696400000002","9.5682311999999996","1","","","2009",null,null,"108.0","0.0","0.0",null,null,"108.0","1","9.2592590000000006E-3",null,null,"108.0","0.0","0.0",null,null,null,null,"0.0","9.2592590000000006E-3","1","0","5097","","AETH0194818739"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","",null,"Horo Guduru",null,"Horo Guduru","16644","Finchaa Sugar Project - Camp 10",null,"37.100000000000001","9.3520000000000003","4","","","1995","0","99","104.0","22.0","0.21153846200000001",null,null,"104.0","15","0.14423076900000001",null,null,"104.0","6.0","5.7692307999999998E-2",null,null,"0","0","0.0","0.34357193200000002","3","2","30090","ETH0021","AETH   NA16644"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","Oromiya","1948","Horo Guduru","16644","Jimma Genete","18920","Finchaa Sugar Project - Camp 10","52384","37.425508299999997","9.7863100999999997","1","","","1995",null,null,"104.0","22.0","0.21153846200000001",null,null,"104.0","15","0.14423076900000001",null,null,"104.0","6.0","5.7692307999999998E-2",null,null,null,null,"0.0","0.34357193200000002","3","2","5176","","AETH0194818920"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","",null,"Horo Guduru",null,"Horo Guduru","16644","Finchaa Sugar Project - Camp 11",null,"37.100000000000001","9.3520000000000003","4","","","1995","0","99","204.0","35.0","0.171568627",null,null,"204.0","53","0.25980392200000002",null,null,"204.0","8.0","0.039215686",null,null,"0","0","0.0","0.38759006600000001","3","2","30094","ETH0021","AETH   NA16644"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","Oromiya","1948","Horo Guduru","16644","Jimma Genete","18920","Finchaa Sugar Project - Camp 11","52385","37.425508299999997","9.7863100999999997","1","","","1995",null,null,"204.0","35.0","0.171568627",null,null,"204.0","53","0.25980392200000002",null,null,"204.0","8.0","0.039215686",null,null,null,null,"0.0","0.38759006600000001","3","2","5178","","AETH0194818920"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","",null,"Horo Guduru",null,"Horo Guduru","16644","Finchaa Sugar Project - Camp 12",null,"37.100000000000001","9.3520000000000003","4","","","1995","0","99","145.0","26.0","0.17931034500000001",null,null,"145.0","44","0.30344827600000002",null,null,"145.0","20.0","0.13793103400000001",null,null,"0","0","0.0","0.47848666699999998","3","2","30091","ETH0021","AETH   NA16644"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","Oromiya","1948","Horo Guduru","16644","Jimma Genete","18920","Finchaa Sugar Project - Camp 12","52386","37.425508299999997","9.7863100999999997","1","","","1995",null,null,"145.0","26.0","0.17931034500000001",null,null,"145.0","44","0.30344827600000002",null,null,"145.0","20.0","0.13793103400000001",null,null,null,null,"0.0","0.47848666699999998","3","2","5175","","AETH0194818920"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","",null,"Horo Guduru",null,"Horo Guduru","16644","Finchaa Sugar Project - Camp 6",null,"37.100000000000001","9.3520000000000003","4","","","1995","0","99","44.0","1.0","2.2727272999999999E-2",null,null,"44.0","15","0.340909091",null,null,"44.0","1.0","2.2727272999999999E-2",null,null,"0","0","0.0","0.34955408399999999","3","2","30092","ETH0021","AETH   NA16644"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","Oromiya","1948","Horo Guduru","16644","Jimma Genete","18920","Finchaa Sugar Project - Camp 6","52387","37.425508299999997","9.7863100999999997","1","","","1995",null,null,"44.0","1.0","2.2727272999999999E-2",null,null,"44.0","15","0.340909091",null,null,"44.0","1.0","2.2727272999999999E-2",null,null,null,null,"0.0","0.34955408399999999","3","2","5177","","AETH0194818920"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","",null,"Horo Guduru",null,"Horo Guduru","16644","Finchaa Sugar Project - Camp 7",null,"37.100000000000001","9.3520000000000003","4","","","1995","0","99","432.0","143.0","0.33101851900000001",null,null,"432.0","117","0.27083333300000001",null,null,"432.0","9.0","2.0833332999999999E-2",null,null,"0","0","0.0","0.49279573799999998","3","2","30089","ETH0021","AETH   NA16644"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","Oromiya","1948","Horo Guduru","16644","Jimma Genete","18920","Finchaa Sugar Project - Camp 7","52388","37.425508299999997","9.7863100999999997","1","","","1995",null,null,"432.0","143.0","0.33101851900000001",null,null,"432.0","117","0.27083333300000001",null,null,"432.0","9.0","2.0833332999999999E-2",null,null,null,null,"0.0","0.49279573799999998","3","2","5180","","AETH0194818920"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","",null,"Horo Guduru",null,"Horo Guduru","16644","Finchaa Sugar Project - Camp 8",null,"37.100000000000001","9.3520000000000003","4","","","1995","0","99","187.0","24.0","0.12834224599999999",null,null,"187.0","43","0.22994652400000001",null,null,"187.0","6.0","3.2085560999999999E-2",null,null,"0","0","0.0","0.33048442099999997","3","2","30088","ETH0021","AETH   NA16644"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","Oromiya","1948","Horo Guduru","16644","Jimma Genete","18920","Finchaa Sugar Project - Camp 8","52389","37.425508299999997","9.7863100999999997","1","","","1995",null,null,"187.0","24.0","0.12834224599999999",null,null,"187.0","43","0.22994652400000001",null,null,"187.0","6.0","3.2085560999999999E-2",null,null,null,null,"0.0","0.33048442099999997","3","2","5179","","AETH0194818920"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","",null,"Horo Guduru",null,"Horo Guduru","16644","Finchaa Sugar Project - Camp 9",null,"37.100000000000001","9.3520000000000003","4","","","1995","0","99","200.0","8.0","4.0000000000000001E-2",null,null,"200.0","80","0.40000000000000002",null,null,"200.0","4.0","0.02",null,null,"0","0","0.0","0.41086792500000002","3","2","30093","ETH0021","AETH   NA16644"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","Oromiya","1948","Horo Guduru","16644","Jimma Genete","18920","Finchaa Sugar Project - Camp 9","52390","37.425508299999997","9.7863100999999997","1","","","1995",null,null,"200.0","8.0","4.0000000000000001E-2",null,null,"200.0","80","0.40000000000000002",null,null,"200.0","4.0","0.02",null,null,null,null,"0.0","0.41086792500000002","3","2","5174","","AETH0194818920"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","","1948","E. Harerge",null,"E. Harerge","3143","Funyan Bira",null,"42.317","9.4009999999999998","4","","","1986","5","19","99.0","0.0","0.0",null,null,"99.0","7","7.0707070999999996E-2",null,null,"99.0","3.0","3.0303030000000002E-2",null,null,"0","0","0.0","9.3271191000000003E-2","3","0","29160","ETH0065","AETH0194803143"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","","1950","Gasotouboua Gofa",null,"Gasotouboua Gofa","3148","Fura",null,"37.680999999999997","6.1699999999999999","4","","","1995","0","99","67.0","20.0","0.29850746299999997",null,null,"0.0","0","0.0",null,null,"0.0","0.0","0.0",null,null,"0","0","0.0","0.29850746299999997","3","2","28811","ETH0079","AETH0195003148"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","",null,"",null,"",null,"Gafat",null,null,null,"99","","","1995","7","19","114.0","20.0","0.175438596",null,null,"114.0","0","0.0",null,null,"114.0","0.0","0.0",null,null,"0","0","0.0","0.175438596","3","0","31537","ETH0059","AETH   NA   NA"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","","1943","N. Wello",null,"N. Wello","3173","Ganga",null,"38.916699999999999","11.550000000000001","4","","","1995","7","19","105.0","0.0","0.0",null,null,"105.0","14","0.133333333",null,null,"105.0","4.0","3.8095237999999997E-2",null,null,"0","0","0.0","0.15693321399999999","3","2","31523","ETH0059","AETH0194303173"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","Oromiya","1948","Jimma","3159","Sekoru","19012","Gangalata","52500","37.379199999999997","7.8775401","3","","","2009",null,null,"65.0","27.0","0.41538461500000001",null,null,"65.0","4","6.1538462000000002E-2",null,null,"65.0","3.0","4.6153845999999998E-2",null,null,null,null,"0.0","0.44970070699999998","1","0","5233","","AETH0194819012"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","","1943","N. Shoa",null,"N. Shoa","26086","Gara Riketa",null,"39.164000000000001","9.6999999999999993","4","","","1999","5","18","0.0","0.0","0.0",null,null,"244.0","204","0.83606557400000003",null,null,"244.0","192.0","0.78688524599999998",null,null,"0","0","0.0","0.910436939","3","2","30107","ETH0030","AETH0194326086"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","",null,"",null,"",null,"Gebaba",null,null,null,"99","","","1992","0","99","192.0","7.0","3.6458333000000002E-2",null,null,"192.0","66","0.34375",null,null,"192.0","11.0","5.7291666999999998E-2",null,null,"0","0","0.0","0.38104027299999998","3","0","28747","ETH0023","AETH   NA   NA"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","","1950","Gasotouboua Gofa",null,"Gasotouboua Gofa","3148","Gede-Bonke",null,"37.333302000000003","6.0499999999999998","4","","","1993","0","99","81.0","13.0","0.16049382700000001",null,null,"81.0","9","0.111111111",null,null,"81.0","3.0","3.7037037000000002E-2",null,null,"0","0","0.0","0.265481466","3","2","28756","ETH0015","AETH0195003148"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","Snnp","1950","Gamo Gofa","3148","Bonke","19135","Gede-Bonke","52179","37.333302000000003","6.0500002000000004","3","","","1993",null,null,"81.0","13.0","0.16049382700000001",null,null,"81.0","9","0.111111111",null,null,"81.0","3.0","3.7037037000000002E-2",null,null,null,null,"0.0","0.265481466","3","2","5266","","AETH0195019135"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","",null,"",null,"",null,"Geledeba",null,null,null,"99","","",null,"5","16","42.0","14.0","0.33333333300000001",null,null,"42.0","10","0.23809523799999999",null,null,"42.0","8.0","0.19047618999999999",null,null,"0","0","0.0","0.55548424799999996","3","0","30144","ETH0061","AETH   NA   NA"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","","1948","W. Harerge",null,"W. Harerge","3189","Gelemso",null,"40.515999999999998","8.8170000000000002","4","","","1986","5","19","98.0","0.0","0.0",null,null,"98.0","53","0.54081632700000004",null,null,"98.0","18.0","0.18367346900000001",null,null,"0","0","0.0","0.58976998599999997","3","0","29289","ETH0065","AETH0194803189"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","Oromiya","1948","W. Harerge","3189","Tulo (Oromia)","19022","Gemechis","52517","41.113799999999998","9.1351604000000002","3","","","2009",null,null,"97.0","20.0","0.20618556699999999",null,null,"97.0","7","7.2164948000000007E-2",null,null,"97.0","0.0","0.0",null,null,null,null,"0.0","0.248557684","1","0","5241","","AETH0194819022"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","",null,"",null,"",null,"Genale",null,null,null,"99","","",null,"0","99","140.0","38.0","0.27142857100000001",null,null,"140.0","21","0.14999999999999999",null,null,"140.0","20.0","0.14285714299999999",null,null,"0","0","0.0","0.44262610699999999","3","0","30157","ETH0077","AETH   NA   NA"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","",null,"",null,"",null,"Genda Negia",null,null,null,"99","","","1986","5","19","52.0","0.0","0.0",null,null,"52.0","6","0.115384615",null,null,"52.0","0.0","0.0",null,null,"0","0","0.0","0.115384615","3","0","29284","ETH0065","AETH   NA   NA"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","Amhara","1943","N. Gonder","3171","Gonder City Adm.","18602","Gendewa",null,"37.152000000000001","12.67","3","","","1995","5","16","113.0","38.0","0.33628318600000001",null,null,"113.0","5","4.4247788000000003E-2",null,null,"113.0","14.0","0.123893805",null,null,"0","0","0.0","0.41909723999999998","3","2","30121","ETH0057","AETH0194318602"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","","1948","Jimma",null,"Jimma","3159","Gera",null,"36.383339999999997","7.5333329999999998","4","","",null,"0","99","197.0","37.0","0.18781725899999999",null,null,"197.0","106","0.53807106599999999",null,null,"197.0","14.0","7.1065989999999996E-2",null,null,"0","0","0.0","0.61461431099999997","3","2","30146","ETH0062","AETH0194803159"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","Oromiya","1948","Jimma","3159","Shebe Sambo","19005","Gera","52497","36.396753799999999","7.5325144000000002","1","","","0",null,null,"197.0","37.0","0.18781725899999999",null,null,"197.0","106","0.53807106599999999",null,null,"197.0","14.0","7.1065989999999996E-2",null,null,null,null,"0.0","0.61461431099999997","3","2","5231","","AETH0194819005"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","","1950","Gasotouboua Gofa",null,"Gasotouboua Gofa","3148","Geressie",null,"37.299999","5.9166670000000003","4","","","2010","1","99","276.0","8.0","2.8985507000000001E-2",null,null,"276.0","37","0.134057971",null,null,"276.0","2.0","0.007246377",null,null,"0","0","0.0","0.15589698099999999","1","2","28816","ETH0119","AETH0195003148"
