"Source","WHO_REGION","Region","Country","ISO3","ISO2","ADMIN1_NAME","ADMIN1_CODE","ADMIN2_NAME","ADMIN2_CODE","IU_NAME","IU_ID","Location","SiteID","Longitude","Latitude","Georeliability","Location_type","Survey_type","Year","Age_start","Age_end","HK_examined","HK_positive","HK_prevalence","HK_Perc_HighInfection","HK_Perc_ModerateInfection","Asc_examined","Asc_positive","Asc_prevalence","Asc_Perc_HighInfection","Asc_Perc_ModerateInfection","TT_examined","TT_positive","TT_prevalence","TT_Perc_HighInfection","TT_Perc_ModerateInfection","STH_examined","STH_positive","STH_prevalence","Cum_Prevalence","Quality","Dups","SN","endnote_id","Composite_IU_ID"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","Amhara","1943","West Gojam","3193","Bahirdar Zuria","18547","Meshenti","52183","37.283832799999999","11.4745024","1","","","2011",null,null,"63.0","32.0","0.50793650800000001",null,null,"63.0","15","0.23809523799999999",null,null,"63.0","3.0","4.7619047999999997E-2",null,null,null,null,"0.0","0.60655389199999998","1","0","4964","","AETH0194318547"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","",null,"",null,"",null,"Meskerem Hulet",null,null,null,"99","","","1995","5","16","74.0","26.0","0.35135135099999998",null,null,"74.0","19","0.256756757",null,null,"74.0","8.0","0.10810810799999999",null,null,"0","0","0.0","0.53775056300000001","3","0","30117","ETH0057","AETH   NA   NA"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","Oromiya","1948","Borena","3135","Bule Hora","18796","Metokomia Hara","52202","38.186000999999997","5.625","3","","","2009",null,null,"72.0","14.0","0.19444444399999999",null,null,"72.0","13","0.18055555600000001",null,null,"72.0","2.0","2.7777777999999999E-2",null,null,null,null,"0.0","0.33795123500000002","1","0","5122","","AETH0194818796"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","Oromiya","1948","Borena","3135","Bule Hora","18796","Metokonya Hora","52203","38.139999000000003","5.5999999000000003","3","","","2009",null,null,"110.0","20.0","0.18181818199999999",null,null,"110.0","17","0.154545455",null,null,"110.0","4.0","3.6363635999999998E-2",null,null,null,null,"0.0","0.31454573800000002","1","0","5125","","AETH0194818796"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","Oromiya","1948","W. Harerge","3189","Kuni","18981","Midhagdu","52477","40.784801000000002","8.8761501000000003","3","","","2009",null,null,"91.0","27.0","0.29670329699999998",null,null,"91.0","1","0.010989011",null,null,"91.0","0.0","0.0",null,null,null,null,"0.0","0.28719984100000001","1","0","5218","","AETH0194818981"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","","1948","W. Harerge",null,"W. Harerge","3189","Mieso",null,"40.753999999999998","9.2319999999999993","4","","","1986","5","19","50.0","3.0","5.9999999999999998E-2",null,null,"50.0","2","4.0000000000000001E-2",null,null,"50.0","2.0","4.0000000000000001E-2",null,null,"0","0","0.0","0.126128302","3","0","29286","ETH0065","AETH0194803189"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","","1943","E. Gojam",null,"E. Gojam","3142","Minch",null,"37.366700000000002","10.433299999999999","4","","","1993","5","18","49.0","3.0","6.1224489999999999E-2",null,null,"49.0","4","8.1632652999999999E-2",null,null,"49.0","0.0","0.0",null,null,"0","0","0.0","0.13005587299999999","3","2","28763","ETH0015","AETH0194303142"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","",null,"",null,"",null,"Mizaba",null,"39.014999000000003","14.335000000000001","4","","",null,"7","37","101.0","37.0","0.36633663399999999",null,null,"0.0","0","0.0",null,null,"0.0","0.0","0.0",null,null,"0","0","0.0","0.36633663399999999","3","4","31492","ETH0052","AETH   NA   NA"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","",null,"Central Tigray",null,"Central Tigray","3137","Mizaba",null,"39.014999000000003","14.335000000000001","4","","","1985","7","18","0.0","0.0","0.0",null,null,"103.0","85","0.82524271800000004",null,null,"0.0","0.0","0.0",null,null,"0","0","0.0","0.82524271800000004","3","4","30153","ETH0075","AETH   NA03137"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","","1950","Bench Maji",null,"Bench Maji","3134","Mizan-Aman",null,"35.5822","6.9936470000000002","4","","","2013","5","17","460.0","0.0","0.0",null,null,"460.0","132","0.28695652199999999",null,null,"460.0","86.0","0.18695652200000001",null,null,"0","0","0.0","0.39647608499999998","1","2","29518","ETH0150","AETH0195003134"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","",null,"",null,"",null,"Molle",null,null,null,"99","","","1995","0","99","142.0","93.0","0.65492957699999998",null,null,"0.0","0","0.0",null,null,"0.0","0.0","0.0",null,null,"0","0","0.0","0.65492957699999998","3","0","28800","ETH0079","AETH   NA   NA"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","","1943","E. Gojam",null,"E. Gojam","3142","Mota",null,"37.869","11.074","4","","",null,"7","19","100.0","4.0","4.0000000000000001E-2",null,null,"0.0","0","0.0",null,null,"0.0","0.0","0.0",null,null,"0","0","0.0","4.0000000000000001E-2","3","2","31508","ETH0052","AETH0194303142"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","Amhara","1943","E. Gojam","3142","Hulet Ej Enese","18609","Mota","52346","37.877756099999999","11.0785015","1","","","0",null,null,"100.0","4.0","4.0000000000000001E-2",null,null,"0.0","0","0.0",null,null,"0.0","0.0","0.0",null,null,null,null,"0.0","4.0000000000000001E-2","3","2","5030","","AETH0194318609"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","",null,"",null,"",null,"Mui",null,null,null,"99","","","1993","0","99","19.0","3.0","0.15789473700000001",null,null,"19.0","0","0.0",null,null,"19.0","0.0","0.0",null,null,"0","0","0.0","0.15789473700000001","3","0","28755","ETH0015","AETH   NA   NA"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","","1950","Gasotouboua Gofa",null,"Gasotouboua Gofa","3148","Mulu",null,"37.566667000000002","6.25","4","","","2012","5","15","100.0","7.0","7.0000000000000007E-2",null,null,"100.0","63","0.63",null,null,"100.0","12.0","0.12",null,null,"0","0","0.0","0.65772830199999999","1","2","30186","ETH0125","AETH0195003148"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","Oromiya","1948","E. Harerge","3143","Deder","18818","Mumicho","52241","41.497601000000003","9.1426601000000005","3","","","2009",null,null,"81.0","32.0","0.395061728",null,null,"81.0","0","0.0",null,null,"81.0","0.0","0.0",null,null,null,null,"0.0","0.395061728","1","0","5133","","AETH0194818818"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","Oromiya","1948","Borena","3135","Bule Hora","18796","Mure Turkuma","52204","38.263100000000001","5.7117399999999998","3","","","2009",null,null,"106.0","0.0","0.0",null,null,"106.0","28","0.26415094300000003",null,null,"106.0","1.0","9.4339620000000006E-3",null,null,null,null,"0.0","0.25574803400000001","1","0","5124","","AETH0194818796"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","Oromiya","1948","Borena","3135","Bule Hora","18796","Muri Turkuma","52205","38.263100000000001","5.7114700999999997","3","","","2009",null,null,"106.0","0.0","0.0",null,null,"106.0","28","0.26415094300000003",null,null,"106.0","1.0","9.4339620000000006E-3",null,null,null,null,"0.0","0.25574803400000001","1","0","5123","","AETH0194818796"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","",null,"",null,"",null,"Nebremus",null,null,null,"99","","","1993","0","99","31.0","0.0","0.0",null,null,"31.0","0","0.0",null,null,"31.0","1.0","3.2258065000000002E-2",null,null,"0","0","0.0","3.2258065000000002E-2","3","0","28757","ETH0015","AETH   NA   NA"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","Amhara","1943","N. Gonder","3171","Gonder City Adm.","18602","Nefas Mewcha",null,"38.465000000000003","11.734999999999999","3","","",null,"11","26","61.0","0.0","0.0",null,null,"0.0","0","0.0",null,null,"0.0","0.0","0.0",null,null,"0","0","0.0","0.0","3","2","31516","ETH0052","AETH0194318602"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","Amhara","1943","N. Gonder","3171","Gonder City Adm.","18602","Nefas Mewcha",null,"38.465000000000003","11.734999999999999","3","","","1995","7","19","116.0","0.0","0.0",null,null,"116.0","10","8.6206897000000005E-2",null,null,"116.0","0.0","0.0",null,null,"0","0","0.0","8.6206897000000005E-2","3","2","31528","ETH0059","AETH0194318602"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","Amhara","1943","S. Gonder","3178","Lay Gayint","18628","Nefas Mewcha","52419","38.469221099999999","11.738076599999999","1","","","0",null,null,"61.0","0.0","0.0",null,null,"0.0","0","0.0",null,null,"0.0","0.0","0.0",null,null,null,null,"0.0","0.0","3","2","5041","","AETH0194318628"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","",null,"",null,"",null,"Negadebahr",null,null,null,"99","","",null,"5","16","84.0","55.0","0.65476190499999998",null,null,"84.0","23","0.27380952400000003",null,null,"84.0","0.0","0.0",null,null,"0","0","0.0","0.70687866300000002","3","0","30141","ETH0061","AETH   NA   NA"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","Oromiya","1948","West Wellega","3194","Yubdo","19034","Nono Gino","52539","35.344501000000001","8.9456700999999992","3","","","2009",null,null,"101.0","24.0","0.23762376199999999",null,null,"101.0","36","0.356435644",null,null,"101.0","4.0","3.9603960000000001E-2",null,null,null,null,"0.0","0.49886135999999998","1","0","5253","","AETH0194819034"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","Oromiya","1948","Arsi","3130","Bele Gesgar","18778","Oborso",null,"39.389999000000003","6.141","3","","",null,"0","99","77.0","48.0","0.62337662299999996",null,null,"77.0","65","0.84415584399999999",null,null,"77.0","49.0","0.63636363600000001",null,null,"0","0","0.0","0.92326087400000001","3","2","30161","ETH0077","AETH0194818778"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","Oromiya","1948","Bale","3132","Meda Welabu","18954","Oborso","52452","39.4009967","6.1344590999999999","1","","","0",null,null,"77.0","48.0","0.62337662299999996",null,null,"77.0","65","0.84415584399999999",null,null,"77.0","49.0","0.63636363600000001",null,null,null,null,"0.0","0.92326087400000001","3","2","5205","","AETH0194818954"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","Oromiya","1948","W. Harerge","3189","Habro","18895","Oda Ananl","52350","40.464100000000002","8.8180904000000009","3","","","2009",null,null,"96.0","28.0","0.29166666699999999",null,null,"96.0","0","0.0",null,null,"96.0","0.0","0.0",null,null,null,null,"0.0","0.29166666699999999","1","0","5169","","AETH0194818895"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","Oromiya","1948","West Wellega","3194","Mana Sibu","18949","Odora Tobera","52441","34.965401","9.8265104000000001","3","","","2009",null,null,"107.0","75.0","0.700934579",null,null,"107.0","0","0.0",null,null,"107.0","0.0","0.0",null,null,null,null,"0.0","0.700934579","1","0","5199","","AETH0194818949"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","",null,"",null,"",null,"Omolante",null,null,null,"99","","","1995","0","99","183.0","106.0","0.57923497300000004",null,null,"0.0","0","0.0",null,null,"0.0","0.0","0.0",null,null,"0","0","0.0","0.57923497300000004","3","0","28797","ETH0079","AETH   NA   NA"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","",null,"",null,"",null,"Omorate",null,null,null,"99","","","1993","0","99","40.0","2.0","5.0000000000000003E-2",null,null,"40.0","3","7.4999999999999997E-2",null,null,"40.0","7.0","0.17499999999999999",null,null,"0","0","0.0","0.25946344300000002","3","0","28758","ETH0015","AETH   NA   NA"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","Oromiya","1948","E. Wellega","3146","Gobu Seyo","18875","Ongobo Bekennisa","52322","36.994098999999999","9.0855903999999992","3","","","2009",null,null,"110.0","61.0","0.55454545499999996",null,null,"110.0","26","0.23636363599999999",null,null,"110.0","1.0","9.0909089999999994E-3",null,null,null,null,"0.0","0.62540294600000002","1","0","5162","","AETH0194818875"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","",null,"",null,"",null,"Pimoli",null,null,null,"99","","","1996","1","99","144.0","82.0","0.56944444400000005",null,null,"144.0","74","0.51388888899999996",null,null,"144.0","12.0","8.3333332999999996E-2",null,null,"0","0","0.0","0.76239966699999995","3","0","30137","ETH0060","AETH   NA   NA"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","Oromiya","1948","Illu Aba Bora","3155","Bilo Nopha","18787","Qachi","52199","35.527698999999998","8.3530101999999999","3","","","2009",null,null,"98.0","46.0","0.46938775500000002",null,null,"98.0","8","8.1632652999999999E-2",null,null,"98.0","0.0","0.0",null,null,null,null,"0.0","0.483682114","1","0","5120","","AETH0194818787"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","Oromiya","1948","Jimma","3159","Limu Seka","18946","Rayya","52433","37.056899999999999","8.4420204000000005","3","","","2009",null,null,"95.0","44.0","0.46315789499999999",null,null,"95.0","21","0.221052632",null,null,"95.0","0.0","0.0",null,null,null,null,"0.0","0.54889458000000002","1","0","5197","","AETH0194818946"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","",null,"",null,"",null,"Robit",null,null,null,"99","","","2007","5","20","82.0","20.0","0.243902439",null,null,"82.0","22","0.26829268299999998",null,null,"82.0","12.0","0.146341463",null,null,"0","0","0.0","0.497849192","1","0","30191","ETH0126","AETH   NA   NA"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","",null,"",null,"",null,"Salije",null,null,null,"99","","","1995","5","16","118.0","3.0","2.5423728999999999E-2",null,null,"118.0","63","0.53389830500000002",null,null,"118.0","22.0","0.186440678",null,null,"0","0","0.0","0.59475408900000004","3","0","30123","ETH0057","AETH   NA   NA"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","",null,"",null,"",null,"Sanja",null,"37.299999999999997","12.983333","4","","",null,"6","20","120.0","80.0","0.66666666699999999",null,null,"0.0","0","0.0",null,null,"0.0","0.0","0.0",null,null,"0","0","0.0","0.66666666699999999","3","4","31490","ETH0052","AETH   NA   NA"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","Amhara","1943","N. Gonder","3171","Gonder City Adm.","18602","Sanja",null,"37.299999999999997","12.983333","3","","","2013","5","19","384.0","42.0","0.109375",null,null,"384.0","6","0.015625",null,null,"384.0","1.0","2.6041670000000001E-3",null,null,"0","0","0.0","0.118466143","1","2","29495","ETH0140","AETH0194318602"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","Amhara","1943","N. Gonder","3171","Gonder City Adm.","18602","Sanja Town",null,"37.299999999999997","12.983333","3","","","2013",null,null,"385.0","143.0","0.37142857099999999",null,null,"385.0","62","0.16103896100000001",null,null,"385.0","3.0","7.7922080000000001E-3",null,null,"0","0","0.0","0.44977571500000002","1","2","29537","ETH0160","AETH0194318602"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","Amhara","1943","S. Wello","3180","Borena / Debresina","18629","School in Addis Ababa",null,"38.816699999999997","4.75","4","","","2005","7","17","50.0","0.0","0.0",null,null,"50.0","3","5.9999999999999998E-2",null,null,"50.0","1.0","0.02",null,null,"0","0","0.0","7.4339622999999994E-2","2","2","31348","ETH0040","AETH0194318629"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","","1948","E. Shewa",null,"E. Shewa","3144","School in Addis Ababa",null,"39.2667","8.5500000000000007","4","","","2005","7","17","50.0","3.0","5.9999999999999998E-2",null,null,"50.0","8","0.16",null,null,"50.0","1.0","0.02",null,null,"0","0","0.0","0.213388679","2","2","31484","ETH0040","AETH0194803144"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","Oromiya","1948","E. Shewa","3144","Adama Town","18746","School in Addis Ababa","52142","39.266700999999998","8.5500001999999995","3","","","2005",null,null,"50.0","3.0","5.9999999999999998E-2",null,null,"50.0","8","0.16",null,null,"50.0","1.0","0.02",null,null,null,null,"0.0","0.213388679","2","2","5098","","AETH0194818746"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","Benshangul-Gumuz","1944","Asosa","3131","Bambasi","18687","School in Addis Ababa","52187","38.727981900000003","8.9963835000000003","2","","","2005",null,null,"49.0","15.0","0.30612244900000002",null,null,"49.0","6","0.12244898",null,null,"49.0","0.0","0.0",null,null,null,null,"0.0","0.36895004399999998","2","2","5071","","AETH0194418687"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","Oromiya","1948","Borena","3135","Arero","18764","School in Addis Ababa","52171","38.727981900000003","8.9963835000000003","2","","","2005",null,null,"50.0","0.0","0.0",null,null,"50.0","3","5.9999999999999998E-2",null,null,"50.0","1.0","0.02",null,null,null,null,"0.0","7.4339622999999994E-2","2","2","5109","","AETH0194818764"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","","1947","Harare",null,"Harare","3154","School in Addis Ababa",null,"42.116698999999997","9.3166700000000002","4","","","2005","7","17","181.0","16.0","8.8397790000000004E-2",null,null,"181.0","14","7.7348065999999993E-2",null,null,"181.0","4.0","2.2099448000000001E-2",null,null,"0","0","0.0","0.16744916700000001","2","4","31427","ETH0040","AETH0194703154"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","Harari","1947","Harari","3154","Hakim","18732","School in Addis Ababa","52358","42.116698999999997","9.3166703999999996","3","","","2005",null,null,"50.0","11.0","0.22",null,null,"50.0","11","0.22",null,null,"50.0","0.0","0.0",null,null,null,null,"0.0","0.369433962","2","3","5088","","AETH0194718732"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","Harari","1947","Harari","3154","Hakim","18732","School in Addis Ababa","52358","42.116698999999997","9.3166703999999996","3","","","2005",null,null,"65.0","1.0","1.5384615000000001E-2",null,null,"65.0","2","3.0769231000000001E-2",null,null,"65.0","1.0","1.5384615000000001E-2",null,null,null,null,"0.0","5.6945577999999997E-2","2","3","5094","","AETH0194718732"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","Harari","1947","Harari","3154","Hakim","18732","School in Addis Ababa","52358","42.116698999999997","9.3166703999999996","3","","","2005",null,null,"66.0","4.0","6.0606061000000003E-2",null,null,"66.0","1","1.5151515000000001E-2",null,null,"66.0","3.0","4.5454544999999999E-2",null,null,null,null,"0.0","0.110275529","2","3","5089","","AETH0194718732"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","","0","Asosa",null,"Asosa","3131","School in Addis Ababa",null,"34.7333","9.75","4","","","2005","7","17","49.0","15.0","0.30612244900000002",null,null,"49.0","6","0.12244898",null,null,"49.0","0.0","0.0",null,null,"0","0","0.0","0.36895004399999998","2","2","31372","ETH0040","AETH0000003131"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","Dir Dawa","1945","Dire Dawa","3141","Dire Dawa","18707","School in Adi Gudem",null,"41.8566146","9.5815123","1","","","2005","7","17","67.0","0.0","0.0",null,null,"67.0","3","4.4776119000000003E-2",null,null,"67.0","0.0","0.0",null,null,"0","0","0.0","4.4776119000000003E-2","2","2","31359","ETH0040","AETH0194518707"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","","1948","Guji",null,"Guji","3151","School in Adigrat",null,"38.9833","5.8833299999999999","4","","","2005","7","17","50.0","3.0","5.9999999999999998E-2",null,null,"50.0","5","0.10000000000000001",null,null,"50.0","1.0","0.02",null,null,"0","0","0.0","0.16124528299999999","2","2","31459","ETH0040","AETH0194803151"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","","1950","Wolayita",null,"Wolayita","3195","School in Adigrat",null,"37.75","6.9000000000000004","4","","","2005","7","17","47.0","5.0","0.106382979",null,null,"47.0","26","0.55319148900000004",null,null,"47.0","4.0","8.5106382999999994E-2",null,null,"0","0","0.0","0.59877850899999996","2","2","31457","ETH0040","AETH0195003195"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","","1947","Harare",null,"Harare","3154","School in Adigrat",null,"42.116698999999997","9.3166700000000002","4","","","2005","7","17","68.0","0.0","0.0",null,null,"68.0","0","0.0",null,null,"68.0","0.0","0.0",null,null,"0","0","0.0","0.0","2","2","31476","ETH0040","AETH0194703154"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","","1951","North West Tigray",null,"North West Tigray","3176","School in Adigrat",null,"38.1325","13.561400000000001","4","","","2005","7","17","50.0","11.0","0.22",null,null,"50.0","3","5.9999999999999998E-2",null,null,"50.0","0.0","0.0",null,null,"0","0","0.0","0.251698113","2","2","31452","ETH0040","AETH0195103176"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","Snnp","1950","Gurage","3152","Sodo Zuria","19242","School in Adigrat","52483","39.460561200000001","14.278304","1","","","2005",null,null,"47.0","5.0","0.106382979",null,null,"47.0","26","0.55319148900000004",null,null,"47.0","4.0","8.5106382999999994E-2",null,null,null,null,"0.0","0.59877850899999996","2","2","5305","","AETH0195019242"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","Oromiya","1948","Guji","3151","Adola","18750","School in Adigrat","52155","39.460561200000001","14.278304","1","","","2005",null,null,"50.0","3.0","5.9999999999999998E-2",null,null,"50.0","5","0.10000000000000001",null,null,"50.0","1.0","0.02",null,null,null,null,"0.0","0.16124528299999999","2","2","5106","","AETH0194818750"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","Tigray","1951","Nw Tigray","3176","Tselemti","19324","School in Adigrat","52516","39.470267399999997","14.2710308","1","","","2005",null,null,"50.0","11.0","0.22",null,null,"50.0","3","5.9999999999999998E-2",null,null,"50.0","0.0","0.0",null,null,null,null,"0.0","0.251698113","2","2","5331","","AETH0195119324"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","Harari","1947","Harari","3154","Hakim","18732","School in Adigrat","52359","39.460561200000001","14.278304","1","","","2005",null,null,"68.0","0.0","0.0",null,null,"68.0","0","0.0",null,null,"68.0","0.0","0.0",null,null,null,null,"0.0","0.0","2","2","5092","","AETH0194718732"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","","1950","Segen",null,"Segen","22487","School in Adola",null,"37.4833","5.25","4","","","2005","7","17","48.0","0.0","0.0",null,null,"48.0","12","0.25",null,null,"48.0","1.0","2.0833332999999999E-2",null,null,"0","0","0.0","0.25058962299999998","2","2","31398","ETH0040","AETH0195022487"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","","1948","Arsi",null,"Arsi","3130","School in Adwa",null,"39.100000000000001","7.9500000000000002","4","","","2005","7","17","50.0","1.0","0.02",null,null,"50.0","7","0.14000000000000001",null,null,"50.0","0.0","0.0",null,null,"0","0","0.0","0.14830188699999999","2","2","31356","ETH0040","AETH0194803130"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","","1948","West Gojam",null,"West Gojam","3193","School in Adwa",null,"37.166699999999999","11.416700000000001","4","","","2005","7","17","49.0","7.0","0.14285714299999999",null,null,"49.0","13","0.26530612199999998",null,null,"49.0","3.0","6.1224489999999999E-2",null,null,"0","0","0.0","0.38567712700000001","2","2","31390","ETH0040","AETH0194803193"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","Amhara","1943","West Gojam","3193","Mecha","18633","School in Adwa","52449","38.893717600000002","14.1636465","1","","","2005",null,null,"49.0","7.0","0.14285714299999999",null,null,"49.0","13","0.26530612199999998",null,null,"49.0","3.0","6.1224489999999999E-2",null,null,null,null,"0.0","0.38567712700000001","2","2","5047","","AETH0194318633"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","","1951","South Tigray",null,"South Tigray","3179","School in Aksum",null,"39.557499","12.4183","4","","","2005","7","17","50.0","0.0","0.0",null,null,"50.0","17","0.34000000000000002",null,null,"50.0","0.0","0.0",null,null,"0","0","0.0","0.34000000000000002","2","2","31428","ETH0040","AETH0195103179"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","Tigray","1951","S. Tigray","3179","Alamata Town","19280","School in Aksum","52164","38.762667800000003","14.134407100000001","1","","","2005",null,null,"50.0","0.0","0.0",null,null,"50.0","17","0.34000000000000002",null,null,"50.0","0.0","0.0",null,null,null,null,"0.0","0.34000000000000002","2","2","5323","","AETH0195119280"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","Amhara","1943","N. Gonder","3171","Gonder City Adm.","18602","School in Alamata",null,"38.466701999999998","11.7333","3","","","2005","7","17","49.0","1.0","0.020408163",null,null,"49.0","9","0.18367346900000001",null,null,"49.0","2.0","4.0816326999999999E-2",null,null,"0","0","0.0","0.21978552400000001","2","2","31444","ETH0040","AETH0194318602"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","Amhara","1943","S. Gonder","3178","Lay Gayint","18628","School in Alamata","52421","39.5536782","12.41967","1","","","2005",null,null,"49.0","1.0","0.020408163",null,null,"49.0","9","0.18367346900000001",null,null,"49.0","2.0","4.0816326999999999E-2",null,null,null,null,"0.0","0.21978552400000001","2","2","5040","","AETH0194318628"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","","1942","Awsa",null,"Awsa","26089","School in Amanuel",null,"41.085299999999997","11.7361","4","","","2005","7","17","49.0","1.0","0.020408163",null,null,"49.0","6","0.12244898",null,null,"49.0","0.0","0.0",null,null,"0","0","0.0","0.132413381","2","2","31462","ETH0040","AETH0194226089"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","","1950","Sidama",null,"Sidama","3184","School in Arero",null,"38.466700000000003","7.0499999999999998","4","","","2005","7","17","49.0","1.0","0.020408163",null,null,"49.0","28","0.571428571",null,null,"49.0","15.0","0.30612244900000002",null,null,"0","0","0.0","0.66857811899999997","2","2","31378","ETH0040","AETH0195003184"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","Snnp","1950","Sidama","3184","Hawasa Town","19198","School in Arero","52371","38.466701999999998","7.0500002000000004","3","","","2005",null,null,"49.0","1.0","0.020408163",null,null,"49.0","28","0.571428571",null,null,"49.0","15.0","0.30612244900000002",null,null,null,null,"0.0","0.66857811899999997","2","2","5285","","AETH0195019198"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","","1948","Arsi",null,"Arsi","3130","School in Assassa",null,"39.25","7.5300000000000002","4","","","2005","7","17","48.0","5.0","0.104166667",null,null,"48.0","1","2.0833332999999999E-2",null,null,"48.0","0.0","0.0",null,null,"0","0","0.0","0.115877227","2","2","31353","ETH0040","AETH0194803130"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","","1950","South Osotouboua",null,"South Osotouboua","3186","School in Assayita",null,"36.766700999999998","5.2833300000000003","4","","","2005","7","17","49.0","7.0","0.14285714299999999",null,null,"49.0","10","0.20408163300000001",null,null,"49.0","1.0","0.020408163",null,null,"0","0","0.0","0.31293115700000002","2","2","31392","ETH0040","AETH0195003186"
"GAHI","AFRO","Eastern Africa","Ethiopia","ETH","ET","","1950","Sidama",null,"Sidama","3184","School in Assosa",null,"38.416699999999999","6.75","4","","","2005","7","17","50.0","6.0","0.12",null,null,"50.0","38","0.76000000000000001",null,null,"50.0","8.0","0.16",null,null,"0","0","0.0","0.77603018899999998","2","2","31448","ETH0040","AETH0195003184"
