"X","Y","altitude","fric_w","fric_m","travel_w","travel_m","riv_dist","HK.prev.mean","HK.antiprev.mean","Asc.prev.mean","Asc.antiprev.mean","TT.prev.mean","TT.antiprev.mean","any.sth.prev.mean","any.sth.exceed50","any.sth.exceed20","any.sth.between.20_50","any.sth.below20"
-157170.165597976,403896.689380724,1114.27744852093,0.0147936764858683,0.00620297980918401,113.1545347639,9.18701898433489,3.32962710697534,0.0845149317770889,0.915485068222911,0.072141717709904,0.927858282290096,0.0249959049503737,0.975004095049626,0.171792128707443,0.052,0.328,0.276,0.672
-147170.165597976,403896.689380724,1164.29086481952,0.0154738322927622,0.0154738322927622,246.518619534757,64.572434341832,5.6144639606257,0.096041273147689,0.903958726852311,0.0493035182717167,0.950696481728283,0.0272605246433138,0.972739475356686,0.164037051420115,0.054,0.294,0.24,0.706
-137170.165597976,403896.689380724,1070.66139034245,0.0120743586236675,0.00244312918130975,207.268145134478,27.7987445555242,1.64784095456861,0.0877541737618971,0.912245826238103,0.0544593644211874,0.945540635578813,0.0205491354137751,0.979450864586225,0.155159476883453,0.051,0.254,0.203,0.746
-127170.165597976,403896.689380724,1085.25004873791,0.0157158129726684,0.0157158129726684,249.029542673569,33.1182281480274,5.57614877840978,0.104846415818041,0.895153584181959,0.044104925895782,0.955895074104218,0.0254273713636675,0.974572628636332,0.166084610950734,0.071,0.298,0.227,0.702
-117170.165597976,403896.689380724,1062.29611971958,0.0233953842401192,0.0233953842401192,274.453208222874,39.7662333003047,4.05894868074963,0.112584822787681,0.887415177212319,0.0402407855616318,0.959759214438368,0.0260848428762461,0.973915157123754,0.170511694958297,0.081,0.318,0.237,0.682
-107170.165597976,403896.689380724,987.212642405057,0.0136700295415948,0.0136700295415948,233.682968873968,138.020758619224,6.36073859115286,0.110050977105443,0.889949022894557,0.0478991364959236,0.952100863504076,0.0299157995699388,0.970084200430061,0.178027059010425,0.059,0.298,0.239,0.702
-97170.1655979764,403896.689380724,919.665814237808,0.0210997404239219,0.0210997404239219,299.597983874984,276.236644824117,5.79686184582197,0.136323263809277,0.863676736190723,0.0347753590037316,0.965224640996268,0.0266220900563111,0.973377909943689,0.188551226572563,0.076,0.325,0.249,0.675
-87170.1655979764,403896.689380724,874.443042486936,0.0211428181165678,0.0211428181165678,129.051011490841,168.839829991771,7.52775683734912,0.139385763404588,0.860614236595412,0.0590401833907054,0.940959816609295,0.0353843423780061,0.964615657621994,0.218850947030115,0.108,0.43,0.322,0.57
-277170.165597976,413896.689380724,1426.93514670814,0.0447104251073116,0.0641927984745052,441.537080230637,154.297042059983,29.0315377734616,0.125173264850932,0.874826735149068,0.0237262797807516,0.976273720219248,0.098378147588445,0.901621852411555,0.229951507797038,0.096,0.434,0.338,0.566
-267170.165597976,413896.689380724,854.193356236444,0.015822353406073,0.015822353406073,334.18245247171,137.918096346614,19.7631518027954,0.0553524677113519,0.944647532288648,0.0258787639682546,0.974121236031745,0.0618520310343654,0.938147968965635,0.136715092759259,0.009,0.166,0.157,0.834
-257170.165597976,413896.689380724,801.490272622063,0.0137070915500878,0.0137070915500878,272.934598492388,140.274841763492,10.4654679201881,0.031635481266357,0.968364518733643,0.0340767056345469,0.965923294365453,0.036540418189574,0.963459581810426,0.0988128130942573,0.004,0.111,0.107,0.889
-247170.165597976,413896.689380724,777.803638388414,0.0133661156001453,0.0133661156001453,275.608108738359,55.6885268790895,2.47612259363307,0.0258092874420667,0.974190712557933,0.035716502428505,0.964283497571495,0.0224738519360529,0.977526148063947,0.0817158196267258,0.003,0.076,0.073,0.924
-237170.165597976,413896.689380724,815.726311141901,0.013686828469853,0.013686828469853,250.545720596999,110.439538439367,6.38415001294012,0.0353936168849319,0.964606383115068,0.0400752993600328,0.959924700639967,0.0298528954560697,0.97014710454393,0.10169277988133,0.003,0.099,0.096,0.901
-227170.165597976,413896.689380724,1277.64351381461,0.0168837665283055,0.0168837665283055,243.271418186065,147.258406619202,5.09225437894404,0.0419291172420743,0.958070882757926,0.05090526993957,0.94909473006043,0.0258444347034172,0.974155565296583,0.114200319294002,0.026,0.157,0.131,0.843
-217170.165597976,413896.689380724,1308.96410078234,0.0149092145868621,0.00967166689530353,56.1577714337084,9.16602177125032,4.06117689159189,0.0423431217655114,0.957656878234489,0.0972818132252479,0.902718186774752,0.031721223032056,0.968278776967944,0.162928535214933,0.031,0.277,0.246,0.723
-207170.165597976,413896.689380724,1341.33950629698,0.0161276236582161,0.0161276236582161,173.061006710189,101.770779722031,13.3090152474199,0.0684763520738204,0.93152364792618,0.0617213316579127,0.938278668342087,0.0498620440121943,0.950137955987806,0.169552092987881,0.035,0.302,0.267,0.698
-197170.165597976,413896.689380724,1226.69515474534,0.0148505601449866,0.012512654488352,90.352698728969,14.1351466437408,23.0516891617944,0.0918770376949839,0.908122962305016,0.0666232608976248,0.933376739102375,0.0869087408563534,0.913091259143647,0.226044811472556,0.094,0.485,0.391,0.515
-187170.165597976,413896.689380724,1329.38878889308,0.0194150943795753,0.0194150943795753,130.700251715459,26.7068421688882,19.758372371396,0.105231301862995,0.894768698137005,0.0703501877629528,0.929649812237047,0.0700375281414249,0.929962471858575,0.226437173153504,0.094,0.448,0.354,0.552
-177170.165597976,413896.689380724,1264.82387852906,0.0198240168577879,0.0198240168577879,162.556534039464,66.6845356248278,10.0522257480946,0.0954910717931164,0.904508928206884,0.0633395479579377,0.936660452042062,0.037376579258338,0.962623420741662,0.184448359496533,0.056,0.367,0.311,0.633
-167170.165597976,413896.689380724,1215.32840597291,0.0129702854300015,0.00568978074033547,185.326177201391,18.7218354710818,2.28911913032348,0.0702560009330886,0.929743999066911,0.0628102251507445,0.937189774849255,0.0227053875665611,0.977294612433439,0.148437692404446,0.027,0.255,0.228,0.745
