"ADMIN1_NAME","ADMIN1_CODE","ADMIN2_NAME","ADMIN2_CODE","IU_NAME","IU_ID","Location","Longitude","Latitude","Georeliability","Year","HK_examined","HK_positive","Asc_examined","Asc_positive","TT_examined","TT_positive","altitude","riv_dist","fric_w","fric_m","travel_w","travel_m","HK_e.logit","Asc_e.logit","TT_e.logit","utm_x","utm_y"
"Amhara",1943,"West Gojam",3193,"Mecha",18633,"School in Adwa",38.8937176,14.1636465,1,2005,49,7,49,13,49,3,1903.5508432129,7.35314737407863,0.0120000001043081,0.00107142853084952,7.46119804588923,0.696946015419457,-1.73460105538811,-0.994622575144062,-2.58668934409794,-160060.817175929,1574455.34867461
"Tigray",1951,"S. Tigray",3179,"Alamata Town",19280,"School in Aksum",38.7626678,14.1344071,1,2005,50,0,50,17,50,0,2127.01412149859,7.58226715659903,0.0139496747248069,0.00401134060935724,54.3553859681464,5.09110321554737,-4.61512051684126,-0.649344557901552,-4.61512051684126,-174362.761056349,1571580.68622155
"Amhara",1943,"N. Gonder",3171,"Gonder City Adm.",18602,"School in Alamata",38.466702,11.7333,3,2005,49,1,49,9,49,2,3090.18231956805,2.97422115048105,0.0120000001043081,0.000834561113693006,60.7184028514582,7.97053173808896,-3.47609868983527,-1.450010175506,-2.94443897916644,-213329.034131541,1305359.81879399
"Amhara",1943,"S. Gonder",3178,"Lay Gayint",18628,"School in Alamata",39.5536782,12.41967,1,2005,49,1,49,9,49,2,1615.06937337805,11.305925711084,0.0120000001043081,0.000750000006519258,13.5688290252727,0.863433252779865,-3.47609868983527,-1.450010175506,-2.94443897916644,-92764.6686050418,1379033.30937626
"Snnp",1950,"Sidama",3184,"Hawasa Town",19198,"School in Arero",38.466702,7.0500002,3,2005,49,1,49,28,49,15,1696.06103229059,17.5806825323907,0.0120000001043081,0.000653348716130411,9.95977089020922,0.544757747718172,-3.47609868983527,0.281851152140988,-0.800119300112113,-223063.864179656,784352.5496072
"Tigray",1951,"Nw Tigray",3176,"Tahtay Koraro",19319,"School in Awassa",38.4844027,7.0803218,1,2005,50,0,50,2,50,3,1694.38635865028,15.2705609097668,0.0120000001043081,0.000783073799262578,42.8203501928119,2.39954334647398,-4.61512051684126,-2.96527306606928,-2.60796674254523,-221049.182499728,787698.158497357
"Oromiya",1948,"E. Harerge",3143,"Fedis",18850,"School in Bahir Dar",37.4143606,11.5820144,1,2005,50,10,50,17,50,3,1810.79982952043,0.554901268322188,0.0120000001043081,0.00113207544200122,66.1831251341327,4.46343033678053,-1.34992671694902,-0.649344557901552,-2.60796674254523,-329260.918080528,1291403.51104973
"Snnp",1950,"Gurage",3152,"Sodo Zuria",19242,"School in Bahir Dar",37.3613533,11.5742086,1,2005,50,15,50,5,50,1,1815.71763844158,4.51167240261434,0.0120000001043081,0.00117703128712205,35.6360912214302,2.93058637353593,-0.828692672556169,-2.11296423371848,-3.49650756146648,-335110.918508864,1290689.59562096
"Dir Dawa",1945,"Dire Dawa",3141,"Dire Dawa",18707,"School in Bako Tibe",41.866699,9.58333,3,2005,66,0,66,5,66,1,1243.41087625767,2.62215770444651,0.0120000001043081,0.000742212065688864,11.3812509535721,0.859966461823139,-4.89034912822175,-2.41428908257405,-3.77658503453304,156012.762454134,1060911.60510346
"Oromiya",1948,"Borena",3135,"Teltale",19017,"School in Bati",42.0441594,9.4201705,1,2005,49,1,49,3,49,0,2046.50905214197,6.40177187426758,0.0120000001043081,0.00108226144022489,39.0309750506734,3.62181633390207,-3.47609868983527,-2.58668934409794,-4.59511985013459,175358.11224448,1042677.10319814
